"","date","county","state","jail_population","resident_population","cases","deaths","jail_incarceration_rate_per_100k","urbanicity"
"16206",2020-04-17,"Allen","Kentucky",28,21315,4,0,131.4,"small/mid"
"16207",2020-04-17,"Amador","California",52,39752,6,0,130.8,"rural"
"16208",2020-04-17,"Anderson","South Carolina",370,202558,127,5,182.7,"small/mid"
"16209",2020-04-17,"Anson","North Carolina",40,24446,14,0,163.6,"rural"
"16210",2020-04-17,"Apache","Arizona",76,71887,141,4,105.7,"rural"
"16211",2020-04-17,"Arapahoe","Colorado",744,656590,1419,58,113.3,"suburban"
"16212",2020-04-17,"Arlington","Virginia",244,236842,485,12,103,"urban"
"16213",2020-04-17,"Athens","Ohio",140,65327,3,1,214.3,"rural"
"16214",2020-04-17,"Autauga","Alabama",140,55869,26,2,250.6,"small/mid"
"16215",2020-04-17,"Baldwin","Alabama",391,223234,103,2,175.2,"small/mid"
"16216",2020-04-17,"Ballard","Kentucky",51,7888,4,0,646.6,"rural"
"16217",2020-04-17,"Baltimore city","Maryland",1437,593490,1277,42,242.1,"urban"
"16218",2020-04-17,"Barren","Kentucky",136,44249,7,0,307.4,"rural"
"16219",2020-04-17,"Barry","Missouri",33,35789,3,0,92.2,"rural"
"16220",2020-04-17,"Bartow","Georgia",503,107738,245,22,466.9,"suburban"
"16221",2020-04-17,"Baxter","Arkansas",70,41932,4,0,166.9,"rural"
"16222",2020-04-17,"Beaufort","South Carolina",135,192122,214,6,70.3,"small/mid"
"16223",2020-04-17,"Beaverhead","Montana",8,9453,1,0,84.6,"rural"
"16224",2020-04-17,"Belknap","New Hampshire",53,61303,25,0,86.5,"rural"
"16225",2020-04-17,"Bell","Texas",613,362924,124,3,168.9,"small/mid"
"16226",2020-04-17,"Belmont","Ohio",107,67006,63,3,159.7,"small/mid"
"16227",2020-04-17,"Beltrami","Minnesota",66,47188,5,0,139.9,"rural"
"16228",2020-04-17,"Benton","Arkansas",476,279141,62,0,170.5,"small/mid"
"16229",2020-04-17,"Benton","Minnesota",26,40889,4,0,63.6,"small/mid"
"16230",2020-04-17,"Benton","Missouri",11,19443,3,0,56.6,"rural"
"16231",2020-04-17,"Bergen","New Jersey",418,932202,11863,714,44.8,"suburban"
"16232",2020-04-17,"Berkeley","South Carolina",347,227907,123,3,152.3,"small/mid"
"16233",2020-04-17,"Bernalillo","New Mexico",1242,679121,514,22,182.9,"small/mid"
"16234",2020-04-17,"Berrien","Georgia",65,19397,10,0,335.1,"rural"
"16235",2020-04-17,"Big Horn","Montana",24,13319,3,0,180.2,"rural"
"16236",2020-04-17,"Big Horn","Wyoming",63,11790,2,0,534.4,"rural"
"16237",2020-04-17,"Bingham","Idaho",80,46811,3,0,170.9,"rural"
"16238",2020-04-17,"Blaine","Idaho",54,23021,469,5,234.6,"rural"
"16239",2020-04-17,"Blount","Alabama",79,57826,20,0,136.6,"suburban"
"16240",2020-04-17,"Blount","Tennessee",395,133088,46,3,296.8,"small/mid"
"16241",2020-04-17,"Blue Earth","Minnesota",76,67653,23,0,112.3,"small/mid"
"16242",2020-04-17,"Bollinger","Missouri",13,12133,3,0,107.1,"small/mid"
"16243",2020-04-17,"Bonner","Idaho",114,45739,4,0,249.2,"rural"
"16244",2020-04-17,"Bonneville","Idaho",281,119062,16,0,236,"small/mid"
"16245",2020-04-17,"Boone","Arkansas",79,37432,3,0,211,"rural"
"16246",2020-04-17,"Boone","Indiana",111,67843,145,7,163.6,"suburban"
"16247",2020-04-17,"Boone","Kentucky",378,133581,73,2,283,"suburban"
"16248",2020-04-17,"Boone","Missouri",188,180463,93,1,104.2,"small/mid"
"16249",2020-04-17,"Boulder","Colorado",395,326196,327,15,121.1,"small/mid"
"16250",2020-04-17,"Bourbon","Kentucky",168,19788,5,1,849,"small/mid"
"16251",2020-04-17,"Boyd","Kentucky",211,46718,29,2,451.6,"small/mid"
"16252",2020-04-17,"Boyle","Kentucky",147,30060,14,0,489,"rural"
"16253",2020-04-17,"Bradford","Florida",74,28201,40,2,262.4,"rural"
"16254",2020-04-17,"Brantley","Georgia",110,19109,17,2,575.6,"small/mid"
"16255",2020-04-17,"Breckinridge","Kentucky",172,20477,5,0,840,"rural"
"16256",2020-04-17,"Broadwater","Montana",23,6237,4,0,368.8,"rural"
"16257",2020-04-17,"Brown","Minnesota",6,25008,7,1,24,"rural"
"16258",2020-04-17,"Brown","Texas",136,37864,12,1,359.2,"rural"
"16259",2020-04-17,"Brown","Wisconsin",606,264542,180,1,229.1,"small/mid"
"16260",2020-04-17,"Brunswick","Virginia",390,16231,10,0,2402.8,"rural"
"16261",2020-04-17,"Buchanan","Missouri",133,87364,28,1,152.2,"small/mid"
"16262",2020-04-17,"Buena Vista","Iowa",6,19620,2,0,30.6,"rural"
"16263",2020-04-17,"Bullitt","Kentucky",169,81676,32,2,206.9,"suburban"
"16264",2020-04-17,"Bulloch","Georgia",248,79608,26,1,311.5,"rural"
"16265",2020-04-17,"Buncombe","North Carolina",338,261191,42,3,129.4,"small/mid"
"16266",2020-04-17,"Burke","Georgia",86,22383,38,2,384.2,"small/mid"
"16267",2020-04-17,"Burke","North Carolina",89,90485,64,5,98.4,"small/mid"
"16268",2020-04-17,"Burleigh","North Dakota",177,95626,57,0,185.1,"small/mid"
"16269",2020-04-17,"Burlington","New Jersey",244,445349,1366,54,54.8,"suburban"
"16270",2020-04-17,"Butler","Kentucky",30,12879,52,3,232.9,"small/mid"
"16271",2020-04-17,"Cabarrus","North Carolina",218,216453,201,3,100.7,"suburban"
"16272",2020-04-17,"Cache","Utah",89,128289,38,0,69.4,"small/mid"
"16273",2020-04-17,"Calhoun","Texas",62,21290,21,0,291.2,"rural"
"16274",2020-04-17,"Calloway","Kentucky",131,39001,22,1,335.9,"rural"
"16275",2020-04-17,"Camden","Georgia",89,54666,27,0,162.8,"rural"
"16276",2020-04-17,"Campbell","Kentucky",483,93584,55,6,516.1,"suburban"
"16277",2020-04-17,"Canyon","Idaho",327,229849,181,5,142.3,"small/mid"
"16278",2020-04-17,"Cape Girardeau","Missouri",133,78871,35,1,168.6,"small/mid"
"16279",2020-04-17,"Cape May","New Jersey",149,92039,189,14,161.9,"small/mid"
"16280",2020-04-17,"Carlton","Minnesota",10,35871,32,0,27.9,"small/mid"
"16281",2020-04-17,"Carroll","Georgia",288,119992,261,8,240,"suburban"
"16282",2020-04-17,"Carroll","Kentucky",96,10631,2,0,903,"rural"
"16283",2020-04-17,"Carter","Kentucky",177,26797,5,0,660.5,"rural"
"16284",2020-04-17,"Carter","Tennessee",213,56391,5,1,377.7,"small/mid"
"16285",2020-04-17,"Carteret","North Carolina",122,69473,22,1,175.6,"rural"
"16286",2020-04-17,"Cascade","Montana",386,81366,13,0,474.4,"small/mid"
"16287",2020-04-17,"Casey","Kentucky",230,16159,1,0,1423.4,"rural"
"16288",2020-04-17,"Cass","North Dakota",97,181923,181,2,53.3,"small/mid"
"16289",2020-04-17,"Catawba","North Carolina",187,159551,40,1,117.2,"small/mid"
"16290",2020-04-17,"Catoosa","Georgia",115,67580,19,0,170.2,"small/mid"
"16291",2020-04-17,"Cedar","Missouri",42,14349,5,0,292.7,"rural"
"16292",2020-04-17,"Cerro Gordo","Iowa",32,42450,14,0,75.4,"rural"
"16293",2020-04-17,"Chambers","Alabama",99,33254,236,11,297.7,"rural"
"16294",2020-04-17,"Chase","Kansas",72,2648,1,0,2719,"rural"
"16295",2020-04-17,"Chautauqua","New York",67,126903,25,1,52.8,"rural"
"16296",2020-04-17,"Chelan","Washington",142,77200,67,6,183.9,"small/mid"
"16297",2020-04-17,"Cherokee","Alabama",70,26196,12,0,267.2,"rural"
"16298",2020-04-17,"Cherokee","Kansas",34,19939,7,0,170.5,"rural"
"16299",2020-04-17,"Cherokee","North Carolina",100,28612,14,1,349.5,"rural"
"16300",2020-04-17,"Cherokee","South Carolina",284,57300,13,0,495.6,"rural"
"16301",2020-04-17,"Chester","South Carolina",43,32244,23,0,133.4,"suburban"
"16302",2020-04-17,"Chisago","Minnesota",22,56579,7,1,38.9,"suburban"
"16303",2020-04-17,"Choctaw","Oklahoma",17,14672,3,0,115.9,"rural"
"16304",2020-04-17,"Christian","Kentucky",595,70461,81,3,844.4,"small/mid"
"16305",2020-04-17,"Christian","Missouri",56,88595,17,0,63.2,"small/mid"
"16306",2020-04-17,"Clackamas","Oregon",137,418187,153,4,32.8,"suburban"
"16307",2020-04-17,"Clallam","Washington",12,77331,14,0,15.5,"rural"
"16308",2020-04-17,"Clark","Kentucky",169,36263,18,0,466,"small/mid"
"16309",2020-04-17,"Clark","Missouri",6,6797,1,0,88.3,"rural"
"16310",2020-04-17,"Clark","Nevada",253,2266715,2738,124,11.2,"urban"
"16311",2020-04-17,"Clark","Washington",343,488241,277,16,70.3,"suburban"
"16312",2020-04-17,"Clatsop","Oregon",37,40224,6,0,92,"rural"
"16313",2020-04-17,"Clay","Alabama",28,13235,14,0,211.6,"rural"
"16314",2020-04-17,"Clay","Florida",395,219252,216,9,180.2,"suburban"
"16315",2020-04-17,"Clay","Indiana",127,26225,14,0,484.3,"small/mid"
"16316",2020-04-17,"Clay","Minnesota",68,64222,44,2,105.9,"small/mid"
"16317",2020-04-17,"Clay","Mississippi",58,19316,22,1,300.3,"rural"
"16318",2020-04-17,"Clay","Missouri",194,249948,55,1,77.6,"suburban"
"16319",2020-04-17,"Clay","South Dakota",7,14070,5,0,49.8,"rural"
"16320",2020-04-17,"Clayton","Georgia",93,292256,499,16,31.8,"suburban"
"16321",2020-04-17,"Clearwater","Minnesota",10,8818,3,0,113.4,"rural"
"16322",2020-04-17,"Cleburne","Alabama",60,14910,12,0,402.4,"rural"
"16323",2020-04-17,"Clermont","Ohio",257,206428,66,1,124.5,"suburban"
"16324",2020-04-17,"Cleveland","North Carolina",171,97947,42,1,174.6,"rural"
"16325",2020-04-17,"Clinton","Indiana",122,32399,16,1,376.6,"rural"
"16326",2020-04-17,"Clinton","Iowa",26,46429,39,0,56,"rural"
"16327",2020-04-17,"Clinton","Ohio",49,41968,26,0,116.8,"rural"
"16328",2020-04-17,"Coffee","Alabama",60,52342,50,0,114.6,"rural"
"16329",2020-04-17,"Colbert","Alabama",67,55241,13,1,121.3,"small/mid"
"16330",2020-04-17,"Collin","Texas",943,1034730,521,12,91.1,"urban"
"16331",2020-04-17,"Columbia","Arkansas",42,23457,4,0,179.1,"rural"
"16332",2020-04-17,"Columbia","Georgia",204,156714,91,1,130.2,"small/mid"
"16333",2020-04-17,"Columbia","Oregon",94,52354,14,0,179.5,"suburban"
"16334",2020-04-17,"Columbia","Washington",2,3985,1,0,50.2,"small/mid"
"16335",2020-04-17,"Comanche","Oklahoma",333,120749,65,0,275.8,"small/mid"
"16336",2020-04-17,"Cook","Illinois",4233,5150233,19391,760,82.2,"urban"
"16337",2020-04-17,"Cooke","Texas",20,41257,2,0,48.5,"rural"
"16338",2020-04-17,"Cooper","Missouri",25,17709,4,0,141.2,"rural"
"16339",2020-04-17,"Coosa","Alabama",21,10663,20,1,196.9,"rural"
"16340",2020-04-17,"Coshocton","Ohio",46,36600,16,0,125.7,"rural"
"16341",2020-04-17,"Coweta","Georgia",251,148509,153,3,169,"suburban"
"16342",2020-04-17,"Cowlitz","Washington",79,110593,29,0,71.4,"small/mid"
"16343",2020-04-17,"Crawford","Arkansas",130,63257,4,0,205.5,"small/mid"
"16344",2020-04-17,"Crawford","Illinois",28,18667,4,0,150,"rural"
"16345",2020-04-17,"Crawford","Kansas",54,38818,6,1,139.1,"rural"
"16346",2020-04-17,"Crawford","Pennsylvania",143,84629,16,0,169,"rural"
"16347",2020-04-17,"Creek","Oklahoma",127,71522,62,4,177.6,"small/mid"
"16348",2020-04-17,"Crook","Oregon",26,24404,1,0,106.5,"rural"
"16349",2020-04-17,"Cross","Arkansas",48,16419,8,0,292.3,"rural"
"16350",2020-04-17,"Crow Wing","Minnesota",92,65055,17,0,141.4,"rural"
"16351",2020-04-17,"Cumberland","Maine",238,295003,360,14,80.7,"small/mid"
"16352",2020-04-17,"Cumberland","New Jersey",227,149527,263,3,151.8,"small/mid"
"16353",2020-04-17,"Cumberland","Pennsylvania",298,253370,154,4,117.6,"small/mid"
"16354",2020-04-17,"Curry","New Mexico",118,48954,10,0,241,"rural"
"16355",2020-04-17,"Curry","Oregon",15,22925,3,0,65.4,"rural"
"16356",2020-04-17,"Dade","Georgia",68,16116,8,1,421.9,"small/mid"
"16357",2020-04-17,"Dakota","Minnesota",94,429021,110,5,21.9,"suburban"
"16358",2020-04-17,"Dale","Alabama",57,49172,14,0,115.9,"rural"
"16359",2020-04-17,"Dallas","Iowa",23,93453,44,0,24.6,"small/mid"
"16360",2020-04-17,"Dallas","Texas",24,2635516,2190,55,0.9,"urban"
"16361",2020-04-17,"Dane","Wisconsin",544,546695,351,16,99.5,"small/mid"
"16362",2020-04-17,"Danville city","Virginia",299,40044,22,0,746.7,"rural"
"16363",2020-04-17,"Darlington","South Carolina",156,66618,52,0,234.2,"small/mid"
"16364",2020-04-17,"Dauphin","Pennsylvania",896,278299,311,7,322,"small/mid"
"16365",2020-04-17,"Davidson","North Carolina",213,167609,94,2,127.1,"small/mid"
"16366",2020-04-17,"Daviess","Kentucky",538,101511,105,3,530,"small/mid"
"16367",2020-04-17,"Dearborn","Indiana",184,49458,63,5,372,"suburban"
"16368",2020-04-17,"Decatur","Georgia",91,26404,55,0,344.6,"rural"
"16369",2020-04-17,"DeKalb","Alabama",102,71513,34,2,142.6,"rural"
"16370",2020-04-17,"Delaware","Indiana",211,114135,91,5,184.9,"small/mid"
"16371",2020-04-17,"Delaware","Ohio",113,209177,119,3,54,"suburban"
"16372",2020-04-17,"Delta","Michigan",81,35784,10,1,226.4,"rural"
"16373",2020-04-17,"Des Moines","Iowa",54,38967,8,0,138.6,"rural"
"16374",2020-04-17,"Deschutes","Oregon",143,197692,61,0,72.3,"small/mid"
"16375",2020-04-17,"DeSoto","Florida",139,38001,23,3,365.8,"rural"
"16376",2020-04-17,"DeSoto","Mississippi",133,184945,213,3,71.9,"suburban"
"16377",2020-04-17,"DeWitt","Texas",81,20160,10,0,401.8,"rural"
"16378",2020-04-17,"Dickinson","Iowa",4,17258,1,0,23.2,"rural"
"16379",2020-04-17,"Dickinson","Kansas",14,18466,1,0,75.8,"rural"
"16380",2020-04-17,"Dodge","Georgia",118,20605,19,0,572.7,"rural"
"16381",2020-04-17,"Doniphan","Kansas",9,7600,1,0,118.4,"small/mid"
"16382",2020-04-17,"Dorchester","Maryland",105,31929,20,1,328.9,"rural"
"16383",2020-04-17,"Dougherty","Georgia",381,87956,1385,91,433.2,"small/mid"
"16384",2020-04-17,"Douglas","Colorado",214,351154,353,15,60.9,"suburban"
"16385",2020-04-17,"Douglas","Georgia",412,146343,222,6,281.5,"suburban"
"16386",2020-04-17,"Douglas","Kansas",132,122259,42,0,108,"small/mid"
"16387",2020-04-17,"Douglas","Oregon",68,110980,22,0,61.3,"rural"
"16388",2020-04-17,"Douglas","Wisconsin",107,43150,7,0,248,"small/mid"
"16389",2020-04-17,"Drew","Arkansas",37,18219,6,1,203.1,"rural"
"16390",2020-04-17,"Dubois","Indiana",71,42736,14,0,166.1,"rural"
"16391",2020-04-17,"Durham","North Carolina",257,321488,360,4,79.9,"small/mid"
"16392",2020-04-17,"Eau Claire","Wisconsin",169,104646,22,0,161.5,"small/mid"
"16393",2020-04-17,"Eddy","New Mexico",279,58460,9,1,477.2,"rural"
"16394",2020-04-17,"Effingham","Georgia",196,64296,25,1,304.8,"small/mid"
"16395",2020-04-17,"El Dorado","California",297,192843,36,0,154,"suburban"
"16396",2020-04-17,"Elbert","Georgia",75,19194,7,0,390.7,"rural"
"16397",2020-04-17,"Ellis","Texas",299,184826,94,3,161.8,"suburban"
"16398",2020-04-17,"Elmore","Idaho",107,27511,20,0,388.9,"rural"
"16399",2020-04-17,"Erath","Texas",49,42698,12,1,114.8,"rural"
"16400",2020-04-17,"Erie","Ohio",61,74266,23,1,82.1,"rural"
"16401",2020-04-17,"Escambia","Florida",1196,318316,290,6,375.7,"small/mid"
"16402",2020-04-17,"Essex","New Jersey",1102,798975,9672,684,137.9,"urban"
"16403",2020-04-17,"Etowah","Alabama",467,102268,88,8,456.6,"small/mid"
"16404",2020-04-17,"Faribault","Minnesota",8,13653,4,0,58.6,"rural"
"16405",2020-04-17,"Faulkner","Arkansas",204,126007,59,2,161.9,"small/mid"
"16406",2020-04-17,"Fayette","Alabama",59,16302,4,0,361.9,"rural"
"16407",2020-04-17,"Fayette","Georgia",128,114421,134,5,111.9,"suburban"
"16408",2020-04-17,"Fillmore","Minnesota",4,21067,10,0,19,"small/mid"
"16409",2020-04-17,"Finney","Kansas",58,36467,25,1,159,"rural"
"16410",2020-04-17,"Flagler","Florida",177,115081,55,2,153.8,"small/mid"
"16411",2020-04-17,"Florence","South Carolina",272,138293,121,8,196.7,"small/mid"
"16412",2020-04-17,"Floyd","Georgia",426,98498,121,8,432.5,"small/mid"
"16413",2020-04-17,"Forrest","Mississippi",144,74897,137,2,192.3,"small/mid"
"16414",2020-04-17,"Forsyth","Georgia",331,244252,185,6,135.5,"suburban"
"16415",2020-04-17,"Forsyth","North Carolina",650,382295,122,5,170,"small/mid"
"16416",2020-04-17,"Fort Bend","Texas",722,811688,695,17,89,"suburban"
"16417",2020-04-17,"Franklin","Alabama",80,31362,18,1,255.1,"rural"
"16418",2020-04-17,"Franklin","Arkansas",16,17715,1,0,90.3,"rural"
"16419",2020-04-17,"Franklin","Kentucky",178,50991,12,0,349.1,"rural"
"16420",2020-04-17,"Franklin","Ohio",1392,1316756,1320,22,105.7,"urban"
"16421",2020-04-17,"Freestone","Texas",54,19717,1,0,273.9,"rural"
"16422",2020-04-17,"Fresno","California",2461,999101,311,7,246.3,"small/mid"
"16423",2020-04-17,"Gadsden","Florida",122,45660,46,0,267.2,"small/mid"
"16424",2020-04-17,"Gallia","Ohio",29,29898,6,1,97,"rural"
"16425",2020-04-17,"Galveston","Texas",707,342139,438,14,206.6,"suburban"
"16426",2020-04-17,"Garvin","Oklahoma",36,27711,10,0,129.9,"rural"
"16427",2020-04-17,"Gaston","North Carolina",393,224529,104,3,175,"suburban"
"16428",2020-04-17,"Geary","Kansas",71,31670,10,0,224.2,"rural"
"16429",2020-04-17,"Giles","Tennessee",123,29464,5,0,417.5,"rural"
"16430",2020-04-17,"Glades","Florida",69,13811,5,1,499.6,"rural"
"16431",2020-04-17,"Gordon","Georgia",202,57963,55,5,348.5,"rural"
"16432",2020-04-17,"Grant","Indiana",270,65769,47,2,410.5,"rural"
"16433",2020-04-17,"Grant","Kentucky",187,25069,16,1,745.9,"suburban"
"16434",2020-04-17,"Grant","Washington",72,97733,139,1,73.7,"rural"
"16435",2020-04-17,"Graves","Kentucky",145,37266,28,2,389.1,"rural"
"16436",2020-04-17,"Grays Harbor","Washington",157,75061,12,0,209.2,"rural"
"16437",2020-04-17,"Greene","Pennsylvania",33,36233,24,0,91.1,"rural"
"16438",2020-04-17,"Greenup","Kentucky",100,35098,10,0,284.9,"small/mid"
"16439",2020-04-17,"Guernsey","Ohio",56,38875,10,0,144.1,"rural"
"16440",2020-04-17,"Guilford","North Carolina",814,537174,162,12,151.5,"small/mid"
"16441",2020-04-17,"Habersham","Georgia",104,45328,72,2,229.4,"rural"
"16442",2020-04-17,"Halifax","Virginia",178,33911,7,0,524.9,"rural"
"16443",2020-04-17,"Hall","Nebraska",175,61353,403,5,285.2,"small/mid"
"16444",2020-04-17,"Hamblen","Tennessee",213,64934,7,1,328,"small/mid"
"16445",2020-04-17,"Hamilton","Florida",47,14428,3,0,325.8,"rural"
"16446",2020-04-17,"Hamilton","Indiana",183,338011,542,31,54.1,"suburban"
"16447",2020-04-17,"Hamilton","Ohio",894,817473,658,30,109.4,"urban"
"16448",2020-04-17,"Hamilton","Tennessee",305,367804,115,12,82.9,"small/mid"
"16449",2020-04-17,"Hancock","Indiana",182,78168,132,6,232.8,"suburban"
"16450",2020-04-17,"Hancock","Mississippi",166,47632,50,5,348.5,"small/mid"
"16451",2020-04-17,"Hanover","Virginia",289,107766,70,0,268.2,"suburban"
"16452",2020-04-17,"Haralson","Georgia",130,29792,20,1,436.4,"suburban"
"16453",2020-04-17,"Hardin","Iowa",40,16846,1,0,237.4,"rural"
"16454",2020-04-17,"Hardin","Kentucky",608,110958,29,0,548,"small/mid"
"16455",2020-04-17,"Harnett","North Carolina",195,135976,54,3,143.4,"rural"
"16456",2020-04-17,"Hart","Kentucky",135,19035,2,0,709.2,"rural"
"16457",2020-04-17,"Hempstead","Arkansas",32,21532,4,1,148.6,"rural"
"16458",2020-04-17,"Henderson","North Carolina",134,117417,106,11,114.1,"small/mid"
"16459",2020-04-17,"Hendricks","Indiana",164,170311,407,17,96.3,"suburban"
"16460",2020-04-17,"Hendry","Florida",161,42022,31,0,383.1,"rural"
"16461",2020-04-17,"Henrico","Virginia",1094,330818,532,45,330.7,"suburban"
"16462",2020-04-17,"Hinds","Mississippi",388,231840,314,5,167.4,"small/mid"
"16463",2020-04-17,"Hockley","Texas",52,23021,15,1,225.9,"rural"
"16464",2020-04-17,"Hopewell city","Virginia",1175,22529,14,0,5215.5,"suburban"
"16465",2020-04-17,"Hopkins","Kentucky",325,44686,117,10,727.3,"rural"
"16466",2020-04-17,"Hopkins","Texas",139,37084,4,0,374.8,"rural"
"16467",2020-04-17,"Houston","Alabama",239,105882,64,3,225.7,"small/mid"
"16468",2020-04-17,"Houston","Georgia",623,157863,164,10,394.6,"small/mid"
"16469",2020-04-17,"Howard","Arkansas",17,13202,12,0,128.8,"rural"
"16470",2020-04-17,"Howard","Indiana",356,82544,61,4,431.3,"small/mid"
"16471",2020-04-17,"Howard","Missouri",8,10001,2,0,80,"rural"
"16472",2020-04-17,"Hunterdon","New Jersey",25,124371,385,16,20.1,"suburban"
"16473",2020-04-17,"Huron","Ohio",49,58266,16,1,84.1,"rural"
"16474",2020-04-17,"Iron","Utah",117,54839,16,0,213.4,"rural"
"16475",2020-04-17,"Isabella","Michigan",93,69872,46,6,133.1,"rural"
"16476",2020-04-17,"Isanti","Minnesota",26,40596,4,0,64,"suburban"
"16477",2020-04-17,"Island","Washington",41,85141,165,8,48.2,"rural"
"16478",2020-04-17,"Jackson","Alabama",122,51626,32,2,236.3,"rural"
"16479",2020-04-17,"Jackson","Georgia",82,72977,46,1,112.4,"rural"
"16480",2020-04-17,"Jackson","Indiana",155,44231,77,0,350.4,"rural"
"16481",2020-04-17,"Jackson","Kansas",57,13171,1,0,432.8,"small/mid"
"16482",2020-04-17,"Jackson","Mississippi",291,143617,196,6,202.6,"small/mid"
"16483",2020-04-17,"Jackson","Missouri",644,703011,267,11,91.6,"urban"
"16484",2020-04-17,"Jackson","Wisconsin",32,20643,11,1,155,"rural"
"16485",2020-04-17,"Jasper","Mississippi",17,16383,20,1,103.8,"rural"
"16486",2020-04-17,"Jefferson","Alabama",776,658573,645,24,117.8,"urban"
"16487",2020-04-17,"Jefferson","Arkansas",212,66824,113,6,317.3,"small/mid"
"16488",2020-04-17,"Jefferson","Colorado",714,582881,888,35,122.5,"suburban"
"16489",2020-04-17,"Jefferson","Kansas",21,19043,6,0,110.3,"small/mid"
"16490",2020-04-17,"Jefferson","Montana",9,12221,2,0,73.6,"rural"
"16491",2020-04-17,"Jefferson","Oregon",24,24658,1,0,97.3,"rural"
"16492",2020-04-17,"Jefferson","Washington",16,32221,28,0,49.7,"rural"
"16493",2020-04-17,"Jessamine","Kentucky",83,54115,31,0,153.4,"small/mid"
"16494",2020-04-17,"Johnson","Arkansas",26,26578,20,0,97.8,"rural"
"16495",2020-04-17,"Johnson","Iowa",45,151140,246,3,29.8,"small/mid"
"16496",2020-04-17,"Johnson","Missouri",91,54062,48,0,168.3,"rural"
"16497",2020-04-17,"Johnston","North Carolina",193,209339,118,9,92.2,"suburban"
"16498",2020-04-17,"Josephine","Oregon",88,87487,19,1,100.6,"small/mid"
"16499",2020-04-17,"Kandiyohi","Minnesota",53,43199,2,0,122.7,"rural"
"16500",2020-04-17,"Kankakee","Illinois",262,109862,260,13,238.5,"small/mid"
"16501",2020-04-17,"Kemper","Mississippi",347,9742,16,0,3561.9,"rural"
"16502",2020-04-17,"Kendall","Illinois",133,128990,123,2,103.1,"suburban"
"16503",2020-04-17,"Kenosha","Wisconsin",431,169561,218,5,254.2,"suburban"
"16504",2020-04-17,"Kershaw","South Carolina",76,66551,190,8,114.2,"small/mid"
"16505",2020-04-17,"King","Washington",1545,2252782,4904,333,68.6,"urban"
"16506",2020-04-17,"Kings","California",445,152940,20,1,291,"small/mid"
"16507",2020-04-17,"Kitsap","Washington",167,271473,135,1,61.5,"small/mid"
"16508",2020-04-17,"Kittitas","Washington",80,47935,14,0,166.9,"rural"
"16509",2020-04-17,"Klamath","Oregon",75,68238,29,0,109.9,"rural"
"16510",2020-04-17,"Knox","Indiana",158,36594,16,0,431.8,"rural"
"16511",2020-04-17,"Knox","Ohio",55,62322,11,1,88.3,"rural"
"16512",2020-04-17,"Koochiching","Minnesota",3,12229,1,0,24.5,"rural"
"16513",2020-04-17,"La Crosse","Wisconsin",67,118016,25,0,56.8,"small/mid"
"16514",2020-04-17,"Lac qui Parle","Minnesota",0,6623,1,0,0,"rural"
"16515",2020-04-17,"Lake","California",180,64386,6,0,279.6,"rural"
"16516",2020-04-17,"Lamar","Georgia",43,19077,22,0,225.4,"suburban"
"16517",2020-04-17,"Lamar","Mississippi",71,63343,57,1,112.1,"small/mid"
"16518",2020-04-17,"Lancaster","Nebraska",453,319090,63,1,142,"small/mid"
"16519",2020-04-17,"Lancaster","Pennsylvania",646,545724,1030,85,118.4,"small/mid"
"16520",2020-04-17,"LaPorte","Indiana",248,109888,129,5,225.7,"small/mid"
"16521",2020-04-17,"Larimer","Colorado",332,356899,224,10,93,"small/mid"
"16522",2020-04-17,"Laurel","Kentucky",579,60813,13,2,952.1,"rural"
"16523",2020-04-17,"Laurens","Georgia",262,47546,39,1,551,"rural"
"16524",2020-04-17,"Lavaca","Texas",21,20154,4,0,104.2,"rural"
"16525",2020-04-17,"Lawrence","Tennessee",196,44142,15,0,444,"rural"
"16526",2020-04-17,"Le Sueur","Minnesota",17,28887,22,0,58.9,"suburban"
"16527",2020-04-17,"Lea","New Mexico",130,71070,2,0,182.9,"rural"
"16528",2020-04-17,"Lee","Mississippi",177,85436,49,4,207.2,"rural"
"16529",2020-04-17,"Lee","North Carolina",90,61779,21,0,145.7,"rural"
"16530",2020-04-17,"Leslie","Kentucky",203,9877,2,0,2055.3,"rural"
"16531",2020-04-17,"Letcher","Kentucky",86,21553,1,0,399,"rural"
"16532",2020-04-17,"Levy","Florida",100,41503,9,0,240.9,"rural"
"16533",2020-04-17,"Lewis","Kentucky",50,13275,2,0,376.6,"rural"
"16534",2020-04-17,"Lewis","Washington",112,80707,21,2,138.8,"rural"
"16535",2020-04-17,"Lewis and Clark","Montana",71,69432,16,0,102.3,"rural"
"16536",2020-04-17,"Lexington","South Carolina",336,298750,254,9,112.5,"small/mid"
"16537",2020-04-17,"Liberty","Georgia",163,61435,32,0,265.3,"small/mid"
"16538",2020-04-17,"Liberty","Texas",216,88219,25,0,244.8,"suburban"
"16539",2020-04-17,"Licking","Ohio",184,176862,94,4,104,"suburban"
"16540",2020-04-17,"Lincoln","Nebraska",104,34914,18,1,297.9,"rural"
"16541",2020-04-17,"Lincoln","North Carolina",75,86111,20,0,87.1,"suburban"
"16542",2020-04-17,"Lincoln","Oregon",83,49962,4,0,166.1,"rural"
"16543",2020-04-17,"Lincoln","Washington",6,10939,2,0,54.8,"rural"
"16544",2020-04-17,"Lincoln","Wyoming",35,19830,9,0,176.5,"rural"
