"","date","county","state","jail_population","resident_population","cases","deaths","jail_incarceration_rate_per_100k","urbanicity"
"6875",2020-04-02,"Grant","Indiana",295,65769,11,0,448.5,"rural"
"6876",2020-04-02,"Grant","Kentucky",195,25069,2,1,777.9,"suburban"
"6877",2020-04-02,"Grant","Wisconsin",58,51439,2,0,112.8,"rural"
"6878",2020-04-02,"Graves","Kentucky",153,37266,1,0,410.6,"rural"
"6879",2020-04-02,"Grays Harbor","Washington",134,75061,2,0,178.5,"rural"
"6880",2020-04-02,"Grayson","Kentucky",565,26427,2,0,2138,"rural"
"6881",2020-04-02,"Greene","Georgia",47,18324,8,0,256.5,"rural"
"6882",2020-04-02,"Greene","Missouri",839,293086,54,6,286.3,"small/mid"
"6883",2020-04-02,"Greene","Pennsylvania",37,36233,11,0,102.1,"rural"
"6884",2020-04-02,"Guernsey","Ohio",57,38875,1,0,146.6,"rural"
"6885",2020-04-02,"Guilford","North Carolina",858,537174,71,1,159.7,"small/mid"
"6886",2020-04-02,"Gwinnett","Georgia",1831,936250,303,8,195.6,"suburban"
"6887",2020-04-02,"Habersham","Georgia",112,45328,2,0,247.1,"rural"
"6888",2020-04-02,"Halifax","Virginia",176,33911,1,0,519,"rural"
"6889",2020-04-02,"Hall","Georgia",459,204441,72,0,224.5,"small/mid"
"6890",2020-04-02,"Hall","Nebraska",205,61353,19,1,334.1,"small/mid"
"6891",2020-04-02,"Hamblen","Tennessee",258,64934,3,0,397.3,"small/mid"
"6892",2020-04-02,"Hamilton","Indiana",227,338011,207,4,67.2,"suburban"
"6893",2020-04-02,"Hamilton","Ohio",957,817473,178,2,117.1,"urban"
"6894",2020-04-02,"Hamilton","Tennessee",315,367804,61,3,85.6,"small/mid"
"6895",2020-04-02,"Hancock","Indiana",213,78168,37,2,272.5,"suburban"
"6896",2020-04-02,"Hancock","Mississippi",180,47632,22,1,377.9,"small/mid"
"6897",2020-04-02,"Hanover","Virginia",303,107766,8,0,281.2,"suburban"
"6898",2020-04-02,"Haralson","Georgia",118,29792,6,0,396.1,"suburban"
